user_id,visit_id,visit_referrer_source,visit_referrer_medium,visit_referrer_term,visit_referrer_content,visit_referrer_campaign,visit_page_referrer
adf7ac82da7601e4,1,,,,,,http://images.google.com/imgres?q=tarot+waite+rider&start=181&num=10&hl=en&gbv=2&biw=1155&bih=654&addh=36&tbs=isz:l&tbm=isch&tbnid=9UyQ7VRtAu8yIM:&imgrefurl=http://www.psychicbazaar.com/tarot-cards/50-rider-waite-tarot-deck-commemorative-set.html&docid=a1pWxDPBAMIPnM&imgurl=http://mdm.pbzstatic.com/tarot/rider-waite-tarot-deck-commemorative-set/card-2.png&w=1064&h=1551&ei=OIbiT5eBMqK02gXSgfncCw&zoom=1&iact=hc&vpx=749&vpy=227&dur=1245&hovh=271&hovw=186&tx=91&ty=173&sig=113880931572743515260&page=8&tbnh=153&tbnw=102&ndsp=30&ved=1t:429,r:12,s:181,i:42
6f709edd19b661bd,1,,,,,,http://images.google.com/imgres?q=tarot+waite+rider&start=72&num=10&hl=en&gbv=2&biw=1155&bih=654&addh=36&tbs=isz:l&tbm=isch&tbnid=oqqfV7K2BK-K5M:&imgrefurl=http://www.psychicbazaar.com/tarot-cards/57-universal-rider-waite-pocket-tarot-deck.html&docid=0-wqnKhbyHGYWM&imgurl=http://mdm.pbzstatic.com/tarot/universal-waite-pocket-tarot-deck/card-2.png&w=1064&h=1551&ei=FYXiT9jHIIqU2gXxl-XKCw&zoom=1&iact=hc&vpx=672&vpy=218&dur=552&hovh=271&hovw=186&tx=107&ty=111&sig=113880931572743515260&page=4&tbnh=167&tbnw=141&ndsp=25&ved=1t:429,r:16,s:72,i:55
770f2d2fb6516ba8,1,,,,,,http://images.google.fr/imgres?q=tarot+hermetic&start=246&hl=fr&safe=off&biw=1063&bih=793&gbv=2&tbm=isch&tbnid=pI_uwCt1aKcInM:&imgrefurl=http://www.psychicbazaar.com/tarot-cards/15-the-hermetic-tarot.html&docid=bdqAuk520qRwsM&imgurl=http://mdm.pbzstatic.com/tarot/the-hermetic-tarot/card-1.png&w=1064&h=1551&ei=e4_NT9aGF8-fOuLfnZ0L&zoom=1&iact=hc&vpx=119&vpy=4&dur=1259&hovh=271&hovw=186&tx=85&ty=102&sig=116528267513719631516&page=9&tbnh=139&tbnw=105&ndsp=33&ved=1t:429,r:0,s:246,i:137
6a38038ebd9123cf,1,,,,,,http://images.google.pl/imgres?q=gateway+oracle+cards&num=10&hl=pl&gbv=2&biw=1024&bih=606&tbm=isch&tbnid=9Vl384NVSkVKuM:&imgrefurl=http://www.psychicbazaar.com/oracles/226-gateway-oracle-cards.html&docid=3OQicPN11TPZ0M&imgurl=http://mdm.pbzstatic.com/oracles/gateway-oracle-cards/card-1.png&w=1064&h=1551&ei=XovoT9X_Nsa6hAfPoPDdCQ&zoom=1&iact=rc&dur=464&sig=115323680191070749380&sqi=2&page=1&tbnh=134&tbnw=81&start=0&ndsp=19&ved=1t:429,r:7,s:0,i:90&tx=73&ty=58
d3965029752982a6,1,,,,,,http://images.google.ru/imgres?q=Hermetic+Tarot+Godfrey+Dawson&hl=ru&newwindow=1&biw=1680&bih=949&tbm=isch&tbnid=dKQ3k9or9UltVM:&imgrefurl=http://www.psychicbazaar.com/tarot-cards/15-the-hermetic-tarot.html&docid=bdqAuk520qRwsM&imgurl=http://mdm.pbzstatic.com/tarot/the-hermetic-tarot/card-3.png&w=1064&h=1551&ei=MxLYT4rgFsjEswag9Z2kDw&zoom=1&iact=hc&vpx=374&vpy=431&dur=56&hovh=271&hovw=186&tx=85&ty=118&sig=105717616528156890468&page=1&tbnh=140&tbnw=97&start=0&ndsp=59&ved=1t:429,r:28,s:0,i:161
73f96a7e1ee3d6a2,1,,,,,,http://images.search.conduit.com/ImagePreview/?q=gothic%20tarot&ctid=CT2786678&searchsource=13&start=0&pos=4
a79bc2ba8304c3d0,1,,,,,,http://images.search.conduit.com/ImagePreview/?q=oracles+card&ctid=CT2769726&SearchSource=3&FollowOn=true&PageSource=Results&SSPV=&start=0&pos=4
0cf82c23334b3352,1,,,,,,http://images.search.yahoo.com/images/view;_ylt=A0PDoKiU5thPtEUAhpuJzbkF;_ylu=X3oDMTBlMTQ4cGxyBHNlYwNzcgRzbGsDaW1n?back=http%3A%2F%2Fimages.search.yahoo.com%2Fsearch%2Fimages%3Fp%3DFortune%2Btelling%2Bcards%26n%3D30%26ei%3Dutf-8%26y%3DSearch%26fr%3Dipad%26tab%3Dorganic%26ri%3D1&w=400&h=566&imgurl=en.islcollective.com%2Fwuploads%2Fpreview%2Fbig_islcollective_fortune_teller_cards_159734d5bf9333c56e4_30847511.jpg&rurl=http%3A%2F%2Fen.islcollective.com%2Fworksheets%2Fworksheet_page%3Fid%3D3484&size=135.8+KB&name=...+.com+-+Free+ESL+worksheets+%7C+Worksheets+%2F+Fortune+teller+cards&p=Fortune+telling+cards&oid=5ac6c2a32d991f84781ef262be45fb91&fr2=&fr=ipad&tt=...%2B.com%2B-%2BFree%2BESL%2Bworksheets%2B%257C%2BWorksheets%2B%252F%2BFortune%2Bteller%2Bcards&b=0&ni=80&no=1&ts=&tab=organic&sigr=11toc4u4e&sigb=13k84je75&sigi=13dbvj0tc&.crumb=V6Z333eflWY
022270cc854bbfc8,1,,,,,,http://images.search.yahoo.com/images/view;_ylt=A0PDoKiU5thPtEUAhpuJzbkF;_ylu=X3oDMTBlMTQ4cGxyBHNlYwNzcgRzbGsDaW1n?back=http%3A%2F%2Fimages.search.yahoo.com%2Fsearch%2Fimages%3Fp%3DFortune%2Btelling%2Bcards%26n%3D30%26ei%3Dutf-8%26y%3DSearch%26fr%3Dipad%26tab%3Dorganic%26ri%3D1&w=400&h=566&imgurl=en.islcollective.com%2Fwuploads%2Fpreview%2Fbig_islcollective_fortune_teller_cards_159734d5bf9333c56e4_30847511.jpg&rurl=http%3A%2F%2Fen.islcollective.com%2Fworksheets%2Fworksheet_page%3Fid%3D3484&size=135.8+KB&name=...+.com+-+Free+ESL+worksheets+%7C+Worksheets+%2F+Fortune+teller+cards&p=Fortune+telling+cards&oid=5ac6c2a32d991f84781ef262be45fb91&fr2=&fr=ipad&tt=...%2B.com%2B-%2BFree%2BESL%2Bworksheets%2B%257C%2BWorksheets%2B%252F%2BFortune%2Bteller%2Bcards&b=0&ni=80&no=1&ts=&tab=organic&sigr=11toc4u4e&sigb=13k84je75&sigi=13dbvj0tc&.crumb=V6Z333eflWY
05fe2da05ba89677,1,,,,,,http://images.search.yahoo.com/images/view;_ylt=A0PDoKnswttPohIArt2JzbkF;_ylu=X3oDMTBlMTQ4cGxyBHNlYwNzcgRzbGsDaW1n?back=http%3A%2F%2Fimages.search.yahoo.com%2Fsearch%2Fimages%3Fp%3Dfortune%2Btelling%2Bcards%26fr%3Dyfp-t-547-s%26fr2%3Dpiv-web%26tab%3Dorganic%26ri%3D9&w=1064&h=1551&imgurl=mdm.pbzstatic.com%2Ftarot%2Ffortune-telling-cards%2Fcard-3.png&rurl=http%3A%2F%2Fwww.psychicbazaar.com%2Foracles%2F126-fortune-telling-cards.html&size=2.4+KB&name=Fortune+Telling+Cards+-+Psychic+Bazaar&p=fortune+telling+cards&oid=5db0c54f16b7f2cb477799913c2aac02&fr2=piv-web&fr=yfp-t-547-s&tt=Fortune%2BTelling%2BCards%2B-%2BPsychic%2BBazaar&b=0&ni=21&no=9&ts=&tab=organic&sigr=123tthfbh&sigb=13ga6ea0e&sigi=11ohb09em&.crumb=Rf6EBYjtfbo
78da9524491d7c9b,1,,,,,,http://images.search.yahoo.com/images/view;_ylt=A0PDoKqsByVQTGMAQw6JzbkF;_ylu=X3oDMTBlMTQ4cGxyBHNlYwNzcgRzbGsDaW1n?back=http%3A%2F%2Fimages.search.yahoo.com%2Fsearch%2Fimages%3Fp%3Dthe%2Bgrail%2Btarot%2Ba%2Btemplar%2Bvision%26n%3D30%26ei%3Dutf-8%26y%3DSearch%26fr%3Dyfp-t-701%26tab%3Dorganic%26ri%3D14&w=734&h=250&imgurl=mdm.pbzstatic.com%2Ftarot%2Fthe-grail-tarot%2Fmontage.png&rurl=http%3A%2F%2Fwww.psychicbazaar.com%2Ftarot-cards%2F199-the-grail-tarot.html&size=281.7+KB&name=The+Grail+Tarot+-+Psychic+Bazaar&p=the+grail+tarot+a+templar+vision&oid=66c68dd0539dfb823e5c2bfba6a0c731&fr2=&fr=yfp-t-701&tt=The%2BGrail%2BTarot%2B-%2BPsychic%2BBazaar&b=0&ni=72&no=14&ts=&tab=organic&sigr=121vp4juk&sigb=145virnnc&sigi=11j6f3qkp&.crumb=YemS9z01uZS
eb010e3bdb45f59b,1,,,,,,http://images.search.yahoo.com/images/view;_ylt=A0PDoKslyUpQfWgADnGJzbkF;_ylu=X3oDMTBlMTQ4cGxyBHNlYwNzcgRzbGsDaW1n?back=http%3A%2F%2Fimages.search.yahoo.com%2Fsearch%2Fimages%3Fp%3Duniversal%2Bwaite%2Btarot%26ei%3DUTF-8%26fr%3Dyfp-t-701-1-s%26tab%3Dorganic%26ri%3D1&w=614&h=700&imgurl=home.comcast.net%2F%257Eloveoftarot%2FDeckImages%2FUniversalWaite.jpg&rurl=http%3A%2F%2Fwww.the-tarot.com%2Fblog%2F2009%2Fjun%2F02%2Funiversal-waite-tarot%2F&size=74.3+KB&name=The-Tarot.com+-+Universal+Waite+Tarot&p=universal+waite+tarot&oid=f0a658e2c52cd51340950c14457a3894&fr2=&fr=yfp-t-701-1-s&tt=The-Tarot.com%2B-%2BUniversal%2BWaite%2BTarot&b=0&ni=21&no=1&ts=&tab=organic&sigr=120701sml&sigb=13f3kcfk6&sigi=11thief2e&.crumb=pvnJiFe6hw6
